1_0,09:58:30,09:58:30,1_stop_0_277,0
1_0,10:03:55,10:11:18,1_stop_0_264,1
1_0,10:19:03,10:25:33,1_stop_11_249,2
1_0,11:01:02,11:07:50,1_stop_92_275,3
1_0,11:15:51,11:15:51,1_stop_101_292,4
1_1,07:16:14,07:16:14,1_stop_0_277,0
1_1,07:21:40,07:29:02,1_stop_0_264,1
1_1,07:36:48,07:43:18,1_stop_11_249,2
1_1,08:14:10,08:17:45,1_stop_85_251,3
1_1,08:24:21,08:26:45,1_stop_100_246,4
1_1,08:32:19,08:34:32,1_stop_103_259,5
1_1,08:42:37,08:49:26,1_stop_92_275,6
1_1,08:57:27,08:57:27,1_stop_101_292,7
1_2,14:47:45,14:47:45,1_stop_0_277,0
1_2,14:53:10,15:00:33,1_stop_0_264,1
1_2,15:27:39,15:37:17,1_stop_0_199,2
1_2,16:02:10,16:02:10,1_stop_46_161,3
1_3,16:41:01,16:41:01,1_stop_0_199,0
1_3,17:08:07,17:15:30,1_stop_0_264,1
1_3,17:23:15,17:29:46,1_stop_11_249,2
1_3,18:00:38,18:04:13,1_stop_85_251,3
1_3,18:14:38,18:21:26,1_stop_92_275,4
1_3,18:29:27,18:29:27,1_stop_101_292,5
1_4,17:57:13,17:57:13,1_stop_0_277,0
1_4,18:02:39,18:10:01,1_stop_0_264,1
1_4,18:17:47,18:24:17,1_stop_11_249,2
1_4,18:55:09,18:58:44,1_stop_85_251,3
1_4,19:05:20,19:07:44,1_stop_100_246,4
1_4,19:20:17,19:27:05,1_stop_92_275,5
1_4,19:35:06,19:35:06,1_stop_101_292,6
1_5,13:28:24,13:28:24,1_stop_0_199,0
1_5,13:55:30,14:02:53,1_stop_0_264,1
1_5,14:10:38,14:17:08,1_stop_11_249,2
1_5,14:48:01,14:51:36,1_stop_85_251,3
1_5,14:58:11,15:00:36,1_stop_100_246,4
1_5,15:06:10,15:08:22,1_stop_103_259,5
1_5,15:16:28,15:23:16,1_stop_92_275,6
1_5,15:31:17,15:31:17,1_stop_101_292,7
1_6,11:53:37,11:53:37,1_stop_0_264,0
1_6,12:01:23,12:07:53,1_stop_11_249,1
1_6,12:38:45,12:42:20,1_stop_85_251,2
1_6,12:48:55,12:51:20,1_stop_100_246,3
1_6,13:03:53,13:10:41,1_stop_92_275,4
1_6,13:18:42,13:18:42,1_stop_101_292,5
1_7,18:09:06,18:09:06,1_stop_0_264,0
1_7,18:16:52,18:23:22,1_stop_11_249,1
1_7,18:58:50,19:05:38,1_stop_92_275,2
1_7,19:13:40,19:13:40,1_stop_101_292,3
1_8,09:04:34,09:04:34,1_stop_0_199,0
1_8,09:31:41,09:39:03,1_stop_0_264,1
1_8,09:46:49,09:53:19,1_stop_11_249,2
1_8,10:28:47,10:35:36,1_stop_92_275,3
1_8,10:43:37,10:43:37,1_stop_101_292,4
1_9,16:54:11,16:54:11,1_stop_0_199,0
1_9,17:21:17,17:28:40,1_stop_0_264,1
1_9,17:36:25,17:42:56,1_stop_11_249,2
1_9,18:13:48,18:17:23,1_stop_85_251,3
1_9,18:23:58,18:26:23,1_stop_100_246,4
1_9,18:31:57,18:34:09,1_stop_103_259,5
1_9,18:42:15,18:49:03,1_stop_92_275,6
1_9,18:57:04,18:57:04,1_stop_101_292,7
1_10,13:37:01,13:37:01,1_stop_0_264,0
1_10,13:44:47,13:51:17,1_stop_11_249,1
1_10,14:22:09,14:25:44,1_stop_85_251,2
1_10,14:32:20,14:34:44,1_stop_100_246,3
1_10,14:40:18,14:42:31,1_stop_103_259,4
1_10,14:50:36,14:57:25,1_stop_92_275,5
1_10,15:05:26,15:05:26,1_stop_101_292,6
1_11,18:38:49,18:38:49,1_stop_0_199,0
1_11,19:05:56,19:13:18,1_stop_0_264,1
1_11,19:21:04,19:27:34,1_stop_11_249,2
1_11,20:03:02,20:09:50,1_stop_92_275,3
1_11,20:17:52,20:17:52,1_stop_101_292,4
1_12,06:10:51,06:10:51,1_stop_0_277,0
1_12,06:16:16,06:23:39,1_stop_0_264,1
1_12,06:50:45,07:00:23,1_stop_0_199,2
1_12,07:25:16,07:25:16,1_stop_46_161,3
1_13,22:06:42,22:06:42,1_stop_0_199,0
1_13,22:33:48,22:41:11,1_stop_0_264,1
1_13,22:48:56,22:55:27,1_stop_11_249,2
1_13,23:26:19,23:29:54,1_stop_85_251,3
1_13,23:36:29,23:38:54,1_stop_100_246,4
1_13,23:44:28,23:46:40,1_stop_103_259,5
1_13,23:54:46,00:01:34,1_stop_92_275,6
1_13,00:09:36,00:09:36,1_stop_101_292,7
1_14,21:57:58,21:57:58,1_stop_0_199,0
1_14,22:25:04,22:32:26,1_stop_0_264,1
1_14,22:40:12,22:46:42,1_stop_11_249,2
1_14,23:22:10,23:22:10,1_stop_92_275,3
1_15,20:28:38,20:28:38,1_stop_0_264,0
1_15,20:36:24,20:42:54,1_stop_11_249,1
1_15,21:13:46,21:17:21,1_stop_85_251,2
1_15,21:23:57,21:26:21,1_stop_100_246,3
1_15,21:31:55,21:34:08,1_stop_103_259,4
1_15,21:42:13,21:49:02,1_stop_92_275,5
1_15,21:57:03,21:57:03,1_stop_101_292,6
1_16,13:39:57,13:39:57,1_stop_0_277,0
1_16,13:45:23,13:52:45,1_stop_0_264,1
1_16,14:19:51,14:29:29,1_stop_0_199,2
1_16,14:54:22,14:54:22,1_stop_46_161,3
1_17,18:52:48,18:52:48,1_stop_0_199,0
1_17,19:19:54,19:27:17,1_stop_0_264,1
1_17,19:35:02,19:41:33,1_stop_11_249,2
1_17,20:12:25,20:16:00,1_stop_85_251,3
1_17,20:22:35,20:25:00,1_stop_100_246,4
1_17,20:37:33,20:44:21,1_stop_92_275,5
1_17,20:52:22,20:52:22,1_stop_101_292,6
1_18,10:58:22,10:58:22,1_stop_4_252,0
1_18,11:00:33,11:00:33,1_stop_1_252,1
1_19,04:29:40,04:29:40,1_stop_220_162,0
1_19,04:31:27,04:31:27,1_stop_220_160,1
1_20,11:39:14,11:39:14,1_stop_0_277,0
1_20,11:44:39,11:52:02,1_stop_0_264,1
1_20,12:19:08,12:28:46,1_stop_0_199,2
1_20,12:53:39,12:53:39,1_stop_46_161,3
1_21,13:11:21,13:11:21,1_stop_0_277,0
1_21,13:16:46,13:24:09,1_stop_0_264,1
1_21,13:31:54,13:38:25,1_stop_11_249,2
1_21,14:09:17,14:12:52,1_stop_85_251,3
1_21,14:19:27,14:21:52,1_stop_100_246,4
1_21,14:34:25,14:41:13,1_stop_92_275,5
1_21,14:49:14,14:49:14,1_stop_101_292,6
1_22,07:36:59,07:36:59,1_stop_0_277,0
1_22,07:42:24,07:49:46,1_stop_0_264,1
1_22,07:57:32,08:04:02,1_stop_11_249,2
1_22,08:34:54,08:38:29,1_stop_85_251,3
1_22,08:45:05,08:47:30,1_stop_100_246,4
1_22,08:53:03,08:55:16,1_stop_103_259,5
1_22,09:03:22,09:10:10,1_stop_92_275,6
1_22,09:18:11,09:18:11,1_stop_101_292,7
1_23,09:05:49,09:05:49,1_stop_0_199,0
1_23,09:32:55,09:40:18,1_stop_0_264,1
1_23,09:48:03,09:54:33,1_stop_11_249,2
1_23,10:25:25,10:29:00,1_stop_85_251,3
1_23,10:35:36,10:38:01,1_stop_100_246,4
1_23,10:43:34,10:45:47,1_stop_103_259,5
1_23,10:53:53,11:00:41,1_stop_92_275,6
1_23,11:08:42,11:08:42,1_stop_101_292,7
1_24,11:59:40,11:59:40,1_stop_0_277,0
1_24,12:05:05,12:12:28,1_stop_0_264,1
1_24,12:20:13,12:26:43,1_stop_11_249,2
1_24,13:02:12,13:02:12,1_stop_92_275,3
1_25,23:23:16,23:23:16,1_stop_0_199,0
1_25,23:50:22,23:57:45,1_stop_0_264,1
1_25,00:05:30,00:12:01,1_stop_11_249,2
1_25,00:42:53,00:46:28,1_stop_85_251,3
1_25,00:56:53,25:03:41,1_stop_92_275,4
1_25,25:11:43,25:11:43,1_stop_101_292,5
1_26,16:21:28,16:21:28,1_stop_0_277,0
1_26,16:26:53,16:34:16,1_stop_0_264,1
1_26,17:01:22,17:11:00,1_stop_0_199,2
1_26,17:35:53,17:35:53,1_stop_46_161,3
1_27,17:25:16,17:25:16,1_stop_0_277,0
1_27,17:30:41,17:38:04,1_stop_0_264,1
1_27,17:45:49,17:52:20,1_stop_11_249,2
1_27,18:23:12,18:26:47,1_stop_85_251,3
1_27,18:33:22,18:35:47,1_stop_100_246,4
1_27,18:41:21,18:43:33,1_stop_103_259,5
1_27,18:51:39,18:58:27,1_stop_92_275,6
1_27,19:06:29,19:06:29,1_stop_101_292,7
1_28,06:31:16,06:31:16,1_stop_0_199,0
1_28,06:58:22,07:05:45,1_stop_0_264,1
1_28,07:13:30,07:20:00,1_stop_11_249,2
1_28,07:50:52,07:54:27,1_stop_85_251,3
1_28,08:01:03,08:03:28,1_stop_100_246,4
1_28,08:09:02,08:11:14,1_stop_103_259,5
1_28,08:19:20,08:26:08,1_stop_92_275,6
1_28,08:34:09,08:34:09,1_stop_101_292,7
1_29,11:55:54,11:55:54,1_stop_0_199,0
1_29,12:23:00,12:30:23,1_stop_0_264,1
1_29,12:38:08,12:44:39,1_stop_11_249,2
1_29,13:15:31,13:19:06,1_stop_85_251,3
1_29,13:25:41,13:28:06,1_stop_100_246,4
